"","logFC","AveExpr","t","P.Value","adj.P.Val"
"MEDAG",-3.73096186910333,2.95336058576863,-26.7357086402856,1.22397212700214e-125,1.0437905459903e-123
"MYH1",-4.93643717878489,-3.80253640304463,-26.619189136216,9.01079107245349e-125,7.64407579827036e-123
"COL4A2-AS2",-4.08442158321379,-5.38636435280328,-26.6082714805931,1.08628522250729e-124,9.16722888556539e-123
"PPARG",-3.62491284304616,3.24867236694505,-26.5483876556092,3.0273134133133e-124,2.54153156662774e-122
"CIDEA",-6.24013063062395,-0.504003674010125,-26.5328551521428,3.94878249137909e-124,3.29804756225852e-122
"ARHGAP20",-3.53010908081553,1.35900253066606,-26.4009197272177,3.76666832914319e-123,3.12981163780036e-121
"CLEC1A",-3.0557728981914,1.54127261922578,-26.3687714546677,6.52249997801767e-123,5.39204424203165e-121
"GOLGA6L4",-3.1669177701099,1.88995347161761,-26.3466991755039,9.50789162705046e-123,7.82012020472581e-121
"VIT",-4.47615111920402,0.724413271389751,-26.3463693996338,9.56157137095548e-123,7.82455257189856e-121
"ERICH4",-3.8479481584394,-4.93801696991221,-26.1013015949522,6.23784988048205e-121,5.07898902580154e-119
"HPSE2",-4.96057241208495,-1.2161807331364,-26.0738111903965,9.96005474798388e-121,8.06913835407914e-119
"PDK4",-4.78910090995053,5.31672728038993,-26.0219336627159,2.40767692086122e-120,1.94087508202559e-118
"RNF112",-3.78797331844002,-1.02519598554638,-26.0181261717479,2.5687607983571e-120,2.0604767928604e-118
"GPD1",-5.65706335453235,2.83185112552899,-25.9889908739674,4.21600537143484e-120,3.36511995238221e-118
"SLC17A7",-3.73753368901971,-0.423246004143862,-25.8697150405568,3.19919694604099e-119,2.54100922140697e-117
"RBP4",-5.36016584573889,1.85369094376211,-25.8660638471077,3.4037970655947e-119,2.6903279928698e-117
"RGS6",-4.48575127052506,-0.445178383076745,-25.8100327886046,8.80989853406568e-119,6.92945562851778e-117
"YPEL4",-3.42190557899328,0.109623640204757,-25.7925925228559,1.18431508466989e-118,9.2702692352204e-117
"MYO7B",-3.77267652680963,-0.702258574412535,-25.6817860613823,7.7487954640726e-118,6.03623715886386e-116
"SLC16A12",-4.62465916026123,-1.47182582356607,-25.6791299124077,8.105419586375e-118,6.28383318459494e-116
