"","logFC","AveExpr","t","P.Value","adj.P.Val"
"FABP4",-4.39105264824351,1.31659196483987,-19.3059402685666,5.7688063960632e-65,6.99610894765313e-63
"PLA2G4B",-3.42757977712466,1.99568576640963,-19.2617289798406,9.73483485798333e-65,1.17164637415743e-62
"MAN2C1",-2.27603688393714,5.98962864354451,-19.2429418754283,1.21578899265989e-64,1.45227366363816e-62
"TNNT3",-4.54859759565091,-2.51005695544562,-19.2111347718091,1.77107966147436e-64,2.09978675983905e-62
"CLDN4",5.71850077851675,6.68343162261561,19.1945805945569,2.15400278142549e-64,2.53486238433383e-62
"CSAD",-2.69233309346184,3.67323774649718,-19.1320505813375,4.51023243836079e-64,5.26868108442925e-62
"HS3ST4",-5.41234364730463,-2.931580095836,-19.0382542302053,1.36517578684872e-63,1.58310567340624e-61
"ZBTB16",-4.38061415762609,1.75634906660408,-18.9076597009743,6.36746261127373e-63,7.33042597864534e-61
"RD3",-4.27615121045713,-3.1939830144051,-18.8689831058176,1.00420309952975e-62,1.1477535713834e-60
"IL1RL1",-4.44246208846055,1.8379471810523,-18.8526906100856,1.21657519188131e-62,1.38055214810131e-60
"SYCN",-4.48214355958681,-4.67193073547187,-18.8519189076902,1.22767920405293e-62,1.3832723060134e-60
"LONRF2",-4.35868688331166,2.42213942311316,-18.8152061123642,1.89131282762783e-62,2.11600611919179e-60
"DPT",-4.51840298466814,2.91787553590797,-18.7491359452044,4.11429305074942e-62,4.57089326554238e-60
"AGAP11",-4.38759111869841,-0.349035274252738,-18.7079278837404,6.67831743185417e-62,7.36794646110188e-60
"CTRB2",-5.14107282717983,-2.73526399975166,-18.707338933407,6.72469960590764e-62,7.36795190614171e-60
"CCKAR",-6.08713947672148,-1.87046952595587,-18.6640330303089,1.11848275951509e-61,1.21707778085043e-59
"BHMT",-4.59192339109914,-1.5038378298251,-18.5830320136363,2.89447958677085e-61,3.12820389081826e-59
"C3orf18",-2.87609330549513,2.08916549866259,-18.5796106856036,3.01302243961967e-61,3.2343167228539e-59
"CAMK2B",-4.19846720667565,-0.61861265267697,-18.4962418245813,8.00790091100207e-61,8.53835716597919e-59
"RBM20",-3.92090508610778,-0.298525841546192,-18.4944550658262,8.17733051135384e-61,8.66088332225857e-59
"ILDR1",5.67700333701973,1.43187112659326,18.4735743272578,1.04437712787546e-60,1.09880923381175e-58
"PHYHD1",-3.38481281737598,2.53621447346847,-18.4246622926947,1.85187066445398e-60,1.93557034514345e-58
"PTX3",-4.12139234250341,0.396884588460071,-18.4081462465074,2.24681812939929e-60,2.33301958312199e-58
"TTLL3",-2.70991177717848,4.67463963714192,-18.3812987466684,3.07610881554483e-60,3.17338576315329e-58
"MTERF2",-2.40781245722379,3.54021662880272,-18.3795442736157,3.13989960405796e-60,3.21829580707541e-58
"CNTN3",-4.49945876311585,-0.896078386161753,-18.3741240121558,3.34544140563106e-60,3.40698894943978e-58
"PRSS50",-4.62517182239997,-2.77847736091732,-18.3485274979249,4.51302411870326e-60,4.56677797285596e-58
"TRIM50",-7.37070848073276,-1.19093102323478,-18.3167964718453,6.53995263688672e-60,6.57596376849489e-58
"SERTM1",-4.3876614978115,-3.88405940971457,-18.2912225029613,8.81792504179633e-60,8.81071541754832e-58
"MYH1",-4.80936209857319,-4.17811609076099,-18.2709201221137,1.1178138669072e-59,1.10991930647217e-57
"MYH3",-3.00073407977576,0.951061126004043,-18.2364533379214,1.67172338560057e-59,1.64960679671033e-57
"TRIM10",4.96656230339494,-0.727655440368609,18.1390861768214,5.20555784140906e-59,5.10498132262134e-57
"CRNN",-5.43132571118326,-3.90274561184393,-18.125623912572,6.08997828159946e-59,5.93567392391231e-57
"ASB11",-5.52846021481114,-3.32451798804943,-18.0865810826837,9.59795169578065e-59,9.29772308480898e-57
"B3GAT1",-5.57699275208009,1.43306227750072,-18.0675383659201,1.19810456059308e-58,1.15359316085711e-56
"ZNF471",-3.38899467639821,1.54708392128271,-18.0482918065789,1.49903962887596e-58,1.43465316770798e-56
"CADM2",-4.61887735499583,-0.593288391290133,-18.008466450188,2.38283415949166e-58,2.26683151448168e-56
"CLSPN",4.78031445465745,2.40717724520037,18.0037228502291,2.51802493845042e-58,2.38118227364059e-56
"MUSTN1",-5.03309725781678,-0.938511042541389,-17.9983804885116,2.67947211385531e-58,2.51886233566979e-56
"RAPGEF3",-2.74661009407564,4.02375143753546,-17.9938936661521,2.82302410255706e-58,2.63819905396024e-56
"LGI3",-4.33166549957599,-2.19975681666752,-17.9096330690997,7.51729311125608e-58,6.98404886891961e-56
"TDRP",-3.08139035824526,1.81453300691128,-17.8413537291425,1.66078941469352e-57,1.53400938553698e-55
"LY6G5B",-2.76960311282423,2.82513690242429,-17.7898997649145,3.0163691899463e-57,2.77000331333392e-55
"ATOH8",-3.38235448275583,2.25470301003544,-17.776949143503,3.50494616536606e-57,3.20017699592934e-55
"PRIMA1",-4.62517498005599,2.10854234029276,-17.7570126569652,4.41590399358677e-57,4.0088838140636e-55
"ACCS",-2.69846989428453,3.58024706306351,-17.7005028735328,8.49662870462722e-57,7.66965569490981e-55
"AMT",-2.90357187115798,3.30442403931145,-17.6357728375236,1.79674807201599e-56,1.61270828362248e-54
"TUBG2",-2.55013103529395,3.86630404112039,-17.5834241120875,3.29044530120414e-56,2.93681485956349e-54
"CCDC154",-3.37366088076345,-1.69638324333918,-17.5406431742174,5.39287037987395e-56,4.78639842039427e-54
"TNFSF11",4.97230951343114,-0.607698354537159,17.5293554428205,6.14336526649542e-56,5.4192799342761e-54
"ENGASE",-2.53544090117978,4.97524132125501,-17.5289221469965,6.1741654692766e-56,5.4192799342761e-54
"CEMP1",-4.83956248990187,-1.12859852792956,-17.5237974346981,6.55035755014655e-56,5.71788628566913e-54
"LGI1",-4.56142367515357,-2.12325487074189,-17.4954722195491,9.08235957790306e-56,7.88477850350524e-54
"ABCA8",-4.18241275531135,2.886570501417,-17.4777835462644,1.11377712589088e-55,9.61661804295027e-54
"GABARAPL1",-2.846868458492,5.55046386156557,-17.4481262823674,1.56777731510595e-55,1.3463393624372e-53
"ARMC12",-3.4554341587211,-2.60274621562377,-17.420556336188,2.1540192415642e-55,1.8398335317597e-53
"PNMT",-4.47890545692132,-1.26575615324338,-17.4115516489701,2.38943930247917e-55,2.03000118708484e-53
"UBAP1L",-2.69806259341676,1.71909224304426,-17.4056825307995,2.55654041488382e-55,2.16041263676911e-53
"PTGER3",-3.59711795413493,3.27117870126276,-17.3542096558929,4.62360969991491e-55,3.88652313770096e-53
"SKA3",5.07233606025977,2.66186881906001,17.3504639934006,4.82722468579657e-55,4.03632203069738e-53
"ATP4A",-11.7382714858821,0.278263240906776,-17.3040153523118,8.23542807577817e-55,6.85006522721925e-53
"TDRD10",-3.20562176458679,-0.725577399953962,-17.2852667832903,1.02157524638609e-54,8.45300309340404e-53
"CYP4B1",-4.79316469483457,-0.054854825855977,-17.2613976472641,1.34390085939134e-54,1.1062462670026e-52
"FNDC5",-3.79452914082012,0.910234257697864,-17.2362148689456,1.7945746050422e-54,1.46960859537657e-52
"CALML6",-3.65232829470272,-2.4683053885803,-17.1718131013165,3.75737285314499e-54,3.06119910348279e-52
"DTL",4.47681596074784,3.09670772479753,17.1570226617148,4.45176404899216e-54,3.60842731869074e-52
"SORCS1",-4.6887003438208,-0.315854129012656,-17.1485679261544,4.90481427206816e-54,3.95547128631202e-52
"SLC16A12",-3.72785505854302,-1.31232940930515,-17.1425247922728,5.25657803902058e-54,4.21774016696566e-52
"CKB",-4.03554532881261,6.83517858838466,-17.1053067356149,8.05164994280759e-54,6.42796797192885e-52
"MT3",-4.2629042666314,-3.10626192299719,-17.0836060365142,1.03228060885569e-53,8.19992101644515e-52
"CCNL2",-2.50384155368845,6.7179264110754,-17.0125464515664,2.32726145697279e-53,1.83946282422521e-51
"MROH7",-3.37621913799513,1.62549149437606,-17.0114325965557,2.35708525557694e-53,1.8538125472946e-51
"DPP6",-5.2178711546816,-0.45263586764441,-16.9855528397747,3.16832868924569e-53,2.47956836877075e-51
"CHGA",-6.7174045130156,2.4276915420231,-16.9846412138494,3.20150306918333e-53,2.493248983339e-51
"ARHGDIG",-4.63357960345209,0.271227208930478,-16.9490535507835,4.80711350663021e-53,3.72539572096752e-51
"CKAP2L",4.47899096507072,2.46459304854196,16.9485854732561,4.83287341368012e-53,3.72717766617165e-51
"ABCA9",-3.92494606796788,1.84644357418485,-16.9283702265056,6.0873129715912e-53,4.67193918742365e-51
"TPX2",4.61644996351572,5.15848955150963,16.9191953314935,6.75924673773785e-53,5.16269965973275e-51
"MYOZ2",-3.99832702214445,-2.98584053777264,-16.8502694083792,1.48334563635729e-52,1.12755560405781e-50
"UNC80",-4.03984359443838,-1.66955792597974,-16.8121997730662,2.28861267779246e-52,1.73138998152804e-50
"SCN7A",-4.77087408437307,1.04493711214368,-16.7839785287538,3.15564476763928e-52,2.3760060864211e-50
"MAATS1",-3.93058712948034,0.880499058944523,-16.7102448591338,7.29825407249415e-52,5.4692152098922e-50
